County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways
Prince George's,135364,Family Childcare,Sheryl Cook-White,District Heights,20747,Yes,1,Active,1,2,Sep 13 2022,Sep 13 2023,May 29 2015,,,
Prince George's,135280,Center,One Step Forward,Lanham,20706,Yes,1,Active,1,2,Nov 03 2022,Nov 03 2023,Dec 27 2013,,,
Baltimore City,135265,Center,Zion's Christian Academy,Baltimore,21224,Yes,3,Active,3,3,Jul 08 2022,Jul 08 2023,Aug 23 2014,,,
Howard,135182,Family Childcare,Madelyn Carr,Columbia,21045,Yes,1,Active,1,2,Mar 21 2022,Mar 21 2023,Oct 04 2014,,,No Additional Staff
Frederick,135178,Family Childcare,Mary Ann Cortes,Frederick,21704,Yes,3,Active,3,2,Mar 04 2022,Mar 04 2023,Jan 08 2016,,,No Additional Staff
Charles,135140,Center,CCDCS/AlphaBEST@Matula,Waldorf,20601,Yes,1,Active,1,2,Apr 21 2022,Apr 21 2023,Apr 18 2014,,,
Charles,135139,Center,CCDCS/AlphaBEST@Mount Hope/Nanjemoy,La Plata,20646,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Apr 18 2014,,,
Charles,135138,Center,CCDCS/AlphaBEST@TC Martin,Waldorf,20601,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Mar 11 2014,,,
Charles,135136,Center,CCDCS/AlphaBEST@Higdon,Newburg,20664,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Mar 11 2014,,,
Charles,135135,Center,CCDCS/AlphaBEST @ J P Ryon,Waldorf,20601,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Apr 18 2014,,,
Charles,135134,Center,CCDCS/AlphaBEST@Wade,Bryantown,20617,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Mar 11 2014,,,
Charles,135133,Center,CCDCS/AlphaBEST@Brown,Waldorf,20602,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Feb 11 2014,,,
Charles,135132,Center,CCDCS/AlphaBEST@Jenifer,Waldorf,20603,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Jan 24 2013,,,
Charles,135131,Center,CCDCS/AlphaBEST@Eva Turner,Waldorf,20602,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Apr 18 2014,,,
Charles,135130,Center,CCDCS/AlphaBEST@Berry,Waldorf,20603,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Apr 18 2014,,,
Charles,135129,Center,CCDCS/AlphaBEST@JC Parks,Indian Head,20640,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Apr 18 2014,,,
Charles,135128,Center,CCDCS/AlphaBEST@Mitchell,Waldorf,20602,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Mar 11 2014,,,
Charles,135127,Center,CCDCS/AlphaBEST@Middleton,La Plata,20646,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Mar 11 2014,,,
Charles,135126,Center,CCDCS/AlphaBEST@Malcolm,Waldorf,20601,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Mar 11 2014,,,
Charles,135125,Center,CCDCS/AlphaBEST@Indian Head,Indian Head,20640,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Apr 25 2014,,,
Charles,135124,Center,CCDCS/AlphaBEST@Gale Bailey,Marbury,20658,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Mar 11 2014,,,
Charles,135122,Center,CCDCS/AlphaBEST@Craik,Pomfret,20675,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Mar 11 2014,,,
Charles,135119,Center,CCDCS/AlphaBEST@Barnhart,Waldorf,20603,Yes,1,Active,1,2,Sep 21 2022,Sep 21 2023,Feb 11 2014,,,
Cecil,135111,Family Childcare,Tonya Karnes,Elkton,21921,Yes,4,Active,4,2,Jul 18 2022,Jul 18 2023,Nov 22 2013,,,No Additional Staff
Anne Arundel,135068,Center,Marley Elementary School Age Child Care,Glen Burnie,21060,Yes,3,Active,3,2,May 18 2022,May 18 2023,Mar 11 2014,Health and Wellness,,
Cecil,135037,Family Childcare,Feriba Sidiqi,Elkton,21921,Yes,0,Inactive,1,2,Jul 18 2019,Sep 07 2022,Jun 16 2017,,,
Baltimore,135028,Center,YMCA Kenwood Headstart Center,Baltimore,21236,Yes,4,Active,4,3,May 11 2022,May 11 2023,May 12 2014,,,MSDE
Prince George's,134993,Family Childcare,Claudette Proctor,Hyattsville,20783,Yes,1,Active,1,2,May 18 2022,May 18 2023,Sep 06 2013,,,
Prince George's,134989,Family Childcare,Nubia Arias,Hyattsville,20782,Yes,5,Active,5,2,Apr 06 2022,Apr 06 2023,Dec 04 2012,Accredited Program 2023-07-15,,NAFCC  | NAFCC - National Association for Family Child Care 2023-07-15
Frederick,134942,Family Childcare,Kerstin Savage,Frederick,21703,Yes,1,Active,1,2,Jun 17 2022,Jun 17 2023,Dec 28 2015,,,
Frederick,134941,Center,Centerville Elementary Before and After School Enrichment,Frederick,21704,Yes,2,Active,2,2,Jul 22 2022,Jul 22 2023,Mar 11 2014,,,
Montgomery,134922,Family Childcare,Florence Benjamin,Bethesda,20817,Yes,1,Active,1,2,Jun 08 2022,Jun 08 2023,Jun 12 2015,,,No Additional Staff
Allegany,134915,Center,HRDC Bel Air Head Start,Cumberland,21502,Yes,3,Active,3,3,Jun 29 2022,Jun 29 2023,Dec 27 2013,,,MSDE
Baltimore City,134872,Family Childcare,Jolanda Heard,Baltimore,21213,Yes,1,Active,1,2,Feb 23 2022,Feb 23 2023,Mar 06 2015,,,
Carroll,134805,Center,ABC Care Inc. @ Parr's Ridge Elementary School,Mount Airy,21771,Yes,2,Active,1,2,Sep 08 2022,Sep 08 2023,Jan 24 2013,,,
Anne Arundel,134792,Family Childcare,Wendy Farley,Shady Side,20764,Yes,5,Active,5,2,Mar 23 2022,Mar 23 2023,Dec 03 2012,Quality Business Practices,,NAFCC  | No Additional Staff  | NAFCC - National Association for Family Child Care 2025-11-01
Baltimore,134567,Center,Learn-N-Play at Chadwick Elementary School,Baltimore,21244,Yes,3,Active,3,2,Jan 25 2022,Jan 25 2023,Mar 28 2014,,,
Cecil,134517,Family Childcare,Kelly Bare,Elkton,21921,Yes,3,Active,3,2,Jul 26 2022,Jul 26 2023,Sep 04 2015,,,No Additional Staff
Baltimore City,134495,Center,Five Star Day Care Center,Baltimore,21213,Yes,1,Active,1,3,Mar 31 2022,Mar 31 2023,Mar 06 2015,,,
Anne Arundel,134478,Family Childcare,Belve Jones,Severn,21144,Yes,1,Active,1,2,Feb 07 2022,Feb 07 2023,Jul 14 2014,,,
Prince George's,134447,Center,Flowers DayCare Center,Lanham,20706,Yes,1,Active,1,3,Feb 07 2022,Feb 07 2023,Aug 22 2013,,,
Charles,134373,Center,CCDCS/AlphaBEST@Mudd,Waldorf,20603,Yes,1,Active,1,2,Aug 10 2022,Aug 10 2023,Apr 18 2014,,,
Baltimore City,13436,Center,Kiddie Castle Child Development Center,Baltimore,21215,Yes,1,Active,1,3,Dec 06 2022,Dec 06 2023,Jul 01 2013,,,
Prince George's,134346,Family Childcare,Yvonne Julien,Clinton,20735,Yes,1,Active,1,2,Nov 17 2022,Nov 17 2023,Jun 26 2015,,,
Baltimore,134338,Center,Little Feet Preschool,Hampstead,21074,Yes,3,Active,3,3,Oct 25 2022,Oct 25 2023,Dec 27 2013,,,
Baltimore,134337,Center,Kid Zone,Baltimore,21236,Yes,2,Active,2,3,May 10 2022,May 10 2023,Nov 13 2015,,,
Montgomery,134296,Center,Wonders Early Learning at Edgemoor,Bethesda,20814,Yes,5,Active,5,3,Aug 04 2022,Aug 04 2023,May 12 2014,Accredited Program 2024-06-01,National Association for the Education of Young Children (NAEYC) 2024-06-01,National Association for the Education of Young Children (NAEYC)
Harford,134288,Family Childcare,Rita Ordanza,Edgewood,21040,Yes,2,Active,2,2,Sep 01 2022,Sep 01 2023,Jul 28 2014,,,No Additional Staff
Prince George's,134213,Family Childcare,Sallie Fullwood,Capitol Heights,20743,Yes,1,Active,1,2,Aug 02 2022,Aug 02 2023,Aug 23 2014,,,
Baltimore City,134162,Family Childcare,Regina Harrison,Baltimore,21214,Yes,1,Active,1,2,Jul 18 2022,Jul 18 2023,Nov 08 2013,,,No Additional Staff
Baltimore City,134141,Family Childcare,Emma Daniel,Baltimore,21215,Yes,1,Active,1,2,Nov 22 2022,Nov 22 2023,Oct 03 2014,,,
Baltimore,134097,Family Childcare,Alicia Pugh,Baltimore,21206,Yes,5,Active,5,2,Mar 28 2022,Mar 28 2023,Jul 26 2013,,,NAFCC  | No Additional Staff  | NAFCC - National Association for Family Child Care 2025-07-01
Cecil,134092,Center,It's All About Kids,Elkton,21921,Yes,1,Active,1,3,Apr 28 2022,Apr 28 2023,Mar 28 2014,,,
Baltimore City,134076,Center,A World of Friends,Baltimore,21206,Yes,5,Active,5,3,Nov 01 2022,Nov 01 2023,Jul 03 2013,Health and Wellness  | Quality Business Practices  | Cultural and Linguistic Competency  | Eco-Friendly Program,,
Baltimore City,134074,Center,Weinberg Child Development Ctr,Baltimore,21218,Yes,3,Active,3,3,Jul 21 2022,Jul 21 2023,Jun 12 2015,,,
Prince George's,134070,Family Childcare,Jeanette Jackson,Bowie,20721,Yes,1,Active,1,2,Apr 21 2022,Apr 21 2023,Apr 25 2014,,,
Baltimore,133967,Family Childcare,Beverly Coles,Baltimore,21207,Yes,1,Active,1,2,Jul 25 2022,Jul 25 2023,Aug 23 2014,,,
Harford,133816,Center,The Goddard School,Forest Hill,21050,Yes,5,Active,5,3,Oct 28 2022,Oct 28 2023,Dec 04 2012,Accredited Program,,MSDE  | NAEYC 2027-12-01
Baltimore,133681,Center,Brilliant Beginnings Early Learning Center,Pikesville,21208,Yes,3,Active,3,3,May 11 2022,May 11 2023,Mar 28 2014,Health and Wellness,,
Baltimore City,133625,Family Childcare,Melisa Chester,Baltimore,21212,Yes,1,Active,1,2,Jul 06 2022,Jul 06 2023,Mar 06 2015,,,No Additional Staff
Montgomery,133602,Center,Bar-T @ Woodfield Elementary School,Gaithersburg,20882,Yes,3,Active,3,2,May 12 2022,May 12 2023,Mar 11 2014,,,
Allegany,255862,Family Childcare,Tammy Merrill,Cumberland,21502,Yes,3,Active,3,2,Sep 02 2022,Sep 02 2023,Sep 10 2013,,,No Additional Staff
Prince George's,133467,Family Childcare,Kimberly Johnson,Clinton,20735,Yes,3,Active,3,2,Mar 31 2022,Mar 31 2023,Dec 22 2014,,,No Additional Staff
Baltimore,133316,Center,The Goddard School in Sparks,Sparks,21152,Yes,5,Active,5,3,Jun 03 2022,Jun 03 2023,Feb 04 2013,Accredited Program,,MSDE
Prince George's,133247,Center,God's Little People,Capitol Heights,20743,Yes,3,Active,3,3,Sep 20 2022,Sep 20 2023,Jun 26 2015,,,
Baltimore City,258564,Large Family Childcare,Leslie Solomon,Baltimore,21239,Yes,3,Active,3,2,Jul 18 2022,Jul 18 2023,Apr 25 2014,,,No Additional Staff
Prince George's,133220,Center,Reid Temple Christian Academy,Glenn Dale,20769,Yes,4,Active,4,3,Jul 22 2022,Jul 22 2023,Dec 22 2014,,,MSA-CESS 2026-05-01
Anne Arundel,133194,Family Childcare,Wilma Brown,Glen Burnie,21061,Yes,1,Active,1,2,Jul 18 2022,Jul 18 2023,Aug 23 2014,,,
Baltimore City,133121,Family Childcare,La'Dawn Jones,Baltimore,21218,Yes,1,Active,1,2,Feb 04 2022,Feb 04 2023,Oct 03 2014,,,No Additional Staff
Anne Arundel,133116,Family Childcare,Marian Brisbane,Pasadena,21122,Yes,1,Active,1,2,Aug 18 2022,Aug 18 2023,Apr 17 2015,,,No Additional Staff
Baltimore City,133091,Center,Little Bears Den Learning Ctr II,Baltimore,21217,Yes,3,Active,3,3,Mar 23 2022,Mar 23 2023,Jul 01 2013,,,
Montgomery,133026,Family Childcare,Matilde Moreno,Silver Spring,20904,Yes,1,Active,1,2,Jun 28 2022,Jun 28 2023,Nov 28 2012,Health and Wellness,,NAFCC  | No Additional Staff
Prince George's,132960,Family Childcare,Stephanie Smith,Capitol Heights,20743,Yes,1,Active,1,2,Aug 11 2022,Aug 11 2023,Feb 20 2015,,,
Frederick,132933,LOC,St. John Pre-K Program and Wildcat Care,Frederick,21702,Yes,1,Active,1,3,Jun 28 2022,Jun 28 2023,Aug 23 2014,,,AdvancED
Montgomery,132914,Center,St. Paul United Methodist Church CDC,Chevy Chase,20815,Yes,2,Active,2,3,Apr 08 2022,Apr 08 2023,Dec 09 2014,,,
Baltimore,132880,Family Childcare,Ghazala Tahir,Reisterstown,21136,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Jan 10 2014,,,
Prince George's,132779,Center,Happy Day Care,Clinton,20735,Yes,1,Active,1,3,Aug 10 2022,Aug 10 2023,Jun 12 2015,,,
Charles,132763,Center,Claires Day Care II,Indian Head,20640,Yes,3,Active,3,3,Sep 08 2022,Sep 08 2023,Feb 11 2014,,,
Prince George's,132725,Family Childcare,Gandrawati Ramcharran,Greenbelt,20770,Yes,1,Active,1,2,Aug 22 2022,Aug 22 2023,Oct 20 2014,,,
Baltimore City,259130,Family Childcare,Sharron Jones,Baltimore,21206,Yes,1,Active,1,2,Mar 23 2022,Mar 23 2023,Apr 25 2014,,,
Baltimore,132377,Family Childcare,Christine Gluszcz,Baltimore,21236,Yes,0,Inactive,1,2,Aug 20 2019,Sep 07 2022,Apr 03 2015,,,
Baltimore,132362,Family Childcare,Ann-Marie Stewart,Randallstown,21133,Yes,1,Active,1,2,Jul 18 2022,Jul 18 2023,Dec 16 2013,,,No Additional Staff
Prince George's,132292,Family Childcare,Alexis Isaac,Temple Hills,20748,Yes,3,Active,3,2,Jul 15 2022,Jul 15 2023,Sep 28 2013,,,
Calvert,132209,Family Childcare,Angela Stickell,Chesapeake Beach,20732,Yes,1,Active,1,2,Jun 15 2022,Jun 15 2023,Feb 11 2014,,,
Baltimore,132175,Center,Center Place Child Care,Dundalk,21222,Yes,3,Active,3,3,Aug 18 2022,Aug 18 2023,Nov 15 2013,,,
Prince George's,132151,Family Childcare,Phyllis Lawrence,Springdale,20774,Yes,1,Active,1,2,Jun 02 2022,Jun 02 2023,Aug 23 2014,,,
Baltimore City,132136,Family Childcare,Demetria Hill,Baltimore,21206,Yes,3,Active,3,2,Sep 02 2022,Sep 02 2023,Dec 02 2013,,,No Additional Staff
Calvert,132094,Family Childcare,Myrna MacKiewicz,Lusby,20657,Yes,1,Active,1,2,Dec 28 2022,Dec 28 2023,Oct 20 2014,,,
Prince George's,132088,Family Childcare,Valarie White,Clinton,20735,Yes,0,Inactive,1,2,Jul 23 2019,Sep 07 2022,Jul 28 2014,,,
Prince George's,132025,Center,Faith Early Learning Center,Beltsville,20705,Yes,1,Active,1,3,Jun 22 2022,Jun 22 2023,Jun 12 2015,,,
Frederick,131977,Family Childcare,Amanda Smith,Walkersville,21793,Yes,1,Active,1,2,Jun 29 2022,Jun 29 2023,Sep 06 2013,,,
Prince George's,131949,Center,The Children's Fantasy LLC,Hyattsville,20782,Yes,0,Inactive,1,3,Jun 06 2019,Sep 07 2022,Apr 03 2015,,,
Montgomery,131943,Family Childcare,Shehla Baig,Silver Spring,20901,Yes,1,Active,1,2,Dec 13 2022,Dec 13 2023,May 27 2016,,,
Howard,131846,Center,Good Beginnings Child Care Center,Laurel,20723,Yes,1,Active,1,3,Aug 30 2022,Aug 30 2023,Oct 28 2016,,,
Baltimore City,131815,Family Childcare,Antoinette White,Baltimore,21224,Yes,3,Active,3,2,May 20 2022,May 20 2023,Sep 28 2013,,,No Additional Staff
Baltimore City,258882,Family Childcare,Keah Modo,Baltimore,21234,Yes,1,Active,1,2,Nov 16 2022,Nov 16 2023,Feb 10 2014,,,
Montgomery,131799,Family Childcare,Sharon Hemsley,Silver Spring,20902,Yes,1,Active,1,2,Aug 31 2022,Aug 31 2023,Dec 27 2013,,,No Additional Staff
Montgomery,131667,Center,Bar-T @ Lakewood,Rockville,20850,Yes,2,Active,2,3,Aug 26 2022,Aug 26 2023,Dec 16 2013,,,
Prince George's,131406,Family Childcare,Lori Waddell,Bowie,20716,Yes,1,Active,1,2,Feb 25 2022,Feb 25 2023,Oct 03 2014,,,No Additional Staff
Charles,255522,Family Childcare,Trishawn Adams,Waldorf,20603,Yes,1,Active,1,2,Aug 02 2022,Aug 02 2023,Apr 18 2014,,,No Additional Staff
Baltimore City,131272,Center,Fitness Fun & Games Hampstead,Baltimore,21224,Yes,3,Active,3,2,May 06 2022,May 06 2023,Jan 27 2014,,,
Washington,131259,Family Childcare,Jessica Williams,Williamsport,21795,Yes,5,Active,5,2,Dec 20 2022,Dec 20 2023,Dec 17 2012,Health and Wellness,,NAFCC  | No Additional Staff  | NAFCC - National Association for Family Child Care 2023-01-31
Charles,131247,Family Childcare,Nicole Mahoney,Waldorf,20601,Yes,1,Active,1,2,Sep 08 2022,Sep 08 2023,Oct 06 2017,,,
Baltimore,131233,Family Childcare,Zeta Toney,Baltimore,21206,Yes,1,Active,1,2,May 02 2022,May 02 2023,May 12 2014,,,
Cecil,131170,Family Childcare,Tammy Gilbert,Elkton,21921,Yes,1,Active,1,2,Oct 19 2022,Oct 19 2023,Feb 20 2015,,,No Additional Staff
Baltimore City,131089,Center,Children First of Baltimore,Baltimore,21223,Yes,1,Active,1,2,Dec 06 2022,Dec 06 2023,Jul 01 2013,,,
Howard,131070,Family Childcare,Marna Jack,Columbia,21046,Yes,1,Active,1,2,Oct 07 2022,Oct 07 2023,Oct 11 2013,,,
Prince George's,130977,Center,Seed Of Righteousness Child Care Development Center,Temple Hills,20748,Yes,1,Active,1,3,Feb 03 2022,Feb 03 2023,Mar 20 2015,,,
Prince George's,130976,Center,Fun-Damentals ELC,Fort Washington,20744,Yes,1,Active,1,3,Aug 30 2022,Aug 30 2023,Nov 08 2013,,,
Montgomery,130908,Center,Black Rock Learning Center,Germantown,20874,Yes,3,Active,3,3,Mar 24 2022,Mar 24 2023,Jul 14 2014,,,
Baltimore City,130875,Family Childcare,Tanya Cherry,Baltimore,21206,Yes,1,Active,1,2,May 18 2022,May 18 2023,May 13 2015,,,No Additional Staff
Montgomery,130874,Center,Green Hill Child Development Center,Silver Spring,20910,Yes,1,Active,1,3,Nov 03 2022,Nov 03 2023,Dec 09 2014,,,
Anne Arundel,130684,Center,Bright Beginning Children's Learning Center,Crownsville,21032,Yes,3,Active,3,3,May 18 2022,May 18 2023,Nov 22 2013,,,
Cecil,130676,Center,MRDC FEC Head Start,Elkton,21921,Yes,2,Active,3,3,Apr 11 2022,Apr 11 2023,Sep 10 2013,,,
Prince George's,130670,Center,Child World,Upper Marlboro,20772,Yes,1,Active,1,3,Nov 21 2022,Nov 21 2023,Jul 14 2014,,,
Washington,130668,Family Childcare,Andrea Lewis,Hagerstown,21742,Yes,1,Active,1,2,Apr 19 2022,Apr 19 2023,Jul 14 2014,,,No Additional Staff
Carroll,130638,Family Childcare,Wanda Melvin,Taneytown,21787,Yes,1,Active,1,2,Jul 18 2022,Jul 18 2023,Feb 11 2014,,,
Howard,13-0618,Prekindergarten,Laurel Woods Elementary,Laurel,20723,Yes,5,Active,5,1,Feb 02 2022,Feb 02 2023,Dec 29 2015,,,MSDE  | Maryland Accreditation (MSDE) 2023-04-30
Howard,13-0616,Prekindergarten,Cradlerock Elementary,Columbia,21045,Yes,5,Active,5,1,Feb 02 2022,Feb 02 2023,Nov 26 2014,,,MSDE  | Maryland Accreditation (MSDE) 2025-06-30
Howard,13-0612,Prekindergarten,Phelps Luck Elementary,Columbia,21045,Yes,5,Active,5,1,Jul 11 2022,Jul 11 2023,Apr 19 2018,,,Maryland Accreditation (MSDE) 2025-11-30
Dorchester,130598,Center,St. Clair Head Start Center,Cambridge,21613,Yes,5,Active,5,3,Jul 18 2022,Jul 18 2023,Nov 23 2013,,,MSDE
Dorchester,130587,Center,Hurlock Head Start Center,Hurlock,21643,Yes,5,Active,5,3,Dec 01 2022,Dec 01 2023,Nov 22 2013,,,MSDE
Prince George's,130572,Family Childcare,Gwen Wiggins,Fort Washington,20744,Yes,1,Active,1,2,Jan 12 2022,Jan 12 2023,Nov 13 2015,,,
Montgomery,130560,Center,Holy Ground Christian Center,Derwood,20855,Yes,1,Active,1,3,Aug 03 2022,Aug 03 2023,Jan 17 2015,,,
Prince George's,130486,Family Childcare,Irene McGill,Landover,20785,Yes,1,Active,1,2,Dec 16 2022,Dec 16 2023,Sep 28 2013,,,
Baltimore City,130449,Center,Sherman Early Childhood Center,Baltimore,21218,Yes,1,Active,3,3,May 31 2022,May 31 2023,Sep 28 2013,,,NECPA
Baltimore,257445,Center,The Young School Early Education Program,White Marsh,21128,Yes,1,Active,1,3,Apr 22 2022,Apr 22 2023,Jun 26 2015,,,MSDE
Wicomico,130412,Center,Stepping Stones Early Learning Center,Salisbury,21804,Yes,1,Active,1,3,Sep 22 2022,Sep 22 2023,Dec 22 2014,,,
Queen Anne's,130397,Family Childcare,Sandra Reed,Sudlersville,21668,Yes,1,Active,1,2,Jul 11 2022,Jul 11 2023,Mar 20 2015,,,
Washington,130395,Family Childcare,Karen Gleason,Hagerstown,21742,Yes,1,Active,1,2,Feb 10 2022,Feb 10 2023,Feb 02 2018,,,No Additional Staff
Prince George's,130362,Center,Open Arms Christian Child Development Center,Laurel,20708,Yes,3,Active,3,3,May 24 2022,May 24 2023,Oct 11 2013,,,
Howard,130341,Family Childcare,Ruby Daniels,Columbia,21044,Yes,5,Active,5,2,Dec 09 2022,Dec 09 2023,Nov 27 2012,Accredited Program 2023-01-31,National Association for Family Child Care (NAFCC) 2025-11-01,NAFCC  | No Additional Staff  | NAFCC - National Association for Family Child Care 2025-11-01
Baltimore,258020,Family Childcare,Delilah Shahmir-Scott,Owings Mills,21117,Yes,1,Active,1,2,Oct 10 2022,Oct 10 2023,Jun 30 2017,,,
Montgomery,130316,Center,Maryland Child Services Mary Hart Center,Rockville,20851,Yes,5,Active,5,3,Aug 18 2022,Aug 18 2023,Dec 04 2012,,,MSDE
Anne Arundel,130226,Center,YMCA  at Southgate E.S.,Glen Burnie,21061,Yes,1,Active,1,2,Dec 27 2022,Dec 27 2023,Aug 23 2014,,,
Frederick,130163,Center,Spring Ridge Elementary Before and After School Enrichment,Frederick,21701,Yes,1,Active,1,2,Jul 21 2022,Jul 21 2023,Apr 25 2014,,,
Howard,130147,Family Childcare,Philomina Ogordi,Laurel,20723,Yes,1,Active,1,2,Sep 19 2022,Sep 19 2023,Jul 09 2014,,,
Wicomico,130135,Family Childcare,Charlene Collins,Salisbury,21801,Yes,3,Active,3,2,Nov 11 2022,Nov 11 2023,Dec 27 2013,,,
Carroll,129974,Family Childcare,Erin Mullinix,Taneytown,21787,Yes,1,Active,1,2,Aug 08 2022,Aug 08 2023,Dec 04 2012,,,NAFCC  | No Additional Staff
Baltimore,129910,Family Childcare,Takehia Horton,Randallstown,21133,Yes,2,Active,2,2,Apr 14 2022,Apr 14 2023,Jan 27 2014,,,No Additional Staff
Prince George's,129886,Family Childcare,Lisa Bigesby,Temple Hills,20748,Yes,1,Active,1,2,Sep 12 2022,Sep 12 2023,Jan 27 2014,,,No Additional Staff
Caroline,129856,Center,Federalsburg Judy Center,Federalsburg,21632,Yes,5,Active,5,3,Jun 08 2022,Jun 08 2023,Dec 04 2012,,,MSDE
Baltimore,129804,Family Childcare,Kathy Thompson,Parkville,21234,Yes,1,Active,1,2,Jan 19 2022,Jan 19 2023,Feb 11 2014,,,No Additional Staff
Frederick,129778,Center,Tuscarora Elementary Before and After School Enrichment,Frederick,21703,Yes,1,Active,1,2,Jul 21 2022,Jul 21 2023,Mar 11 2014,,,
Prince George's,129742,Family Childcare,Martha Lily Rego,Bowie,20720,Yes,1,Active,1,2,Sep 02 2022,Sep 02 2023,Dec 02 2013,,,No Additional Staff
Prince George's,129741,Family Childcare,Sherry Allen,Fort Washington,20744,Yes,1,Active,1,2,Aug 18 2022,Aug 18 2023,Mar 20 2015,,,No Additional Staff
Wicomico,129639,Family Childcare,Addie Andrews,Salisbury,21804,Yes,0,Active,1,2,May 31 2022,May 31 2023,Oct 20 2014,,,
Baltimore,129627,Family Childcare,Denise Myers,Baltimore,21220,Yes,1,Active,1,2,Sep 06 2022,Sep 06 2023,Dec 27 2013,,,No Additional Staff
Baltimore,129612,Center,Saint Demetrios Greek Orthodox Preschool,Baltimore,21234,Yes,3,Active,3,3,Mar 08 2022,Mar 08 2023,Dec 07 2017,,,
Baltimore,129525,Family Childcare,Diane Pinkney-Lennon,Baltimore,21207,Yes,1,Active,1,2,Sep 01 2022,Sep 01 2023,Nov 22 2013,,,No Additional Staff
Somerset,129396,Center,St. James Child Care Programs,Westover,21871,Yes,3,Active,3,3,May 11 2022,May 11 2023,Mar 28 2014,,,
Harford,129395,Family Childcare,Erica Bradley,Belcamp,21017,Yes,1,Active,1,2,Sep 08 2022,Sep 08 2023,Jul 28 2014,,,
Harford,256248,Family Childcare,Teresa Harris,Aberdeen,21001,Yes,1,Active,1,2,Sep 08 2022,Sep 08 2023,Sep 28 2013,,,
Montgomery,129295,Center,Georgetown Hill at NRC,Rockville,20852,Yes,0,Active,3,3,May 18 2022,May 18 2023,May 31 2018,Accredited Program 2026-09-01,National Association for the Education of Young Children (NAEYC) 2026-09-01,National Association for the Education of Young Children (NAEYC)
Montgomery,129291,Center,White Flint Children's  House,Rockville,20852,Yes,3,Active,3,3,Oct 05 2022,Oct 05 2023,Dec 07 2012,,,AMS
Baltimore City,129214,Family Childcare,Tiffany Davis,Baltimore,21213,Yes,1,Active,1,2,Mar 02 2022,Mar 02 2023,Dec 16 2013,,,
Harford,129062,Center,Celebree Learning Center,Forest Hill,21050,Yes,1,Active,1,3,Jul 15 2022,Jul 15 2023,Mar 06 2015,,,MSDE 2023-04-30
Prince George's,129057,Family Childcare,Gloria Henny,Clinton,20735,Yes,1,Active,1,2,Jan 27 2022,Jan 27 2023,Apr 29 2016,,,
Frederick,128972,Center,Liberty Elementary Before and After School Enrichment,Libertytown,21762,Yes,2,Active,2,2,Jul 22 2022,Jul 22 2023,Mar 11 2014,,,
